Date,Commodity,Price,Unit,Source,Retrieved_At
2026-09-01,Urea,440.0,USD/T,https://tradingeconomics.com/commodity/urea,2026-09-17T21:12:21
2026-09-02,Urea,443.25,USD/T,https://tradingeconomics.com/commodity/urea,2026-09-17T21:12:21
2026-09-03,Urea,443.25,USD/T,https://tradingeconomics.com/commodity/urea,2026-09-17T21:12:21
2026-09-04,Urea,443.0,USD/T,https://tradingeconomics.com/commodity/urea,2026-09-17T21:12:21
2026-09-08,Urea,448.25,USD/T,https://tradingeconomics.com/commodity/urea,2026-09-17T21:12:21
2026-09-09,Urea,448.25,USD/T,https://tradingeconomics.com/commodity/urea,2026-09-17T21:12:21
2026-09-10,Urea,450.25,USD/T,https://tradingeconomics.com/commodity/urea,2026-09-17T21:12:21
2026-09-11,Urea,450.75,USD/T,https://tradingeconomics.com/commodity/urea,2026-09-17T21:12:21
2026-09-14,Urea,453.0,USD/T,https://tradingeconomics.com/commodity/urea,2026-09-17T21:12:21
2026-09-15,Urea,459.5,USD/T,https://tradingeconomics.com/commodity/urea,2026-09-17T21:12:21
2026-09-16,Urea,460.0,USD/T,https://tradingeconomics.com/commodity/urea,2026-09-17T21:12:21
2026-09-17,Urea,460.25,USD/T,https://tradingeconomics.com/commodity/urea,2026-09-17T21:12:21
